日時,用途,モデル,入力トークン,出力トークン,キャッシュ読出トークン,費用_usd,キー
2026-09-01 10:43:57,機能B（価格予測）,claude-opus-5,1095,117,1041,0.00892,059f6f29b54a
2026-09-01 10:43:57,機能B（価格予測）,claude-opus-5,1490,115,1041,0.010845,221d71aaaf5d
2026-09-01 10:43:57,機能A（フォールバック）,claude-opus-5,780,63,0,0.005475,41c34127c32a
2026-09-01 10:43:57,機能B（価格予測）,claude-opus-5,1466,91,1041,0.010126,fbd532456c9e
2026-09-01 10:43:58,機能B（価格予測）,claude-opus-5,1606,118,1041,0.011501,fe3c09e824f8
2026-09-01 10:44:00,機能B（価格予測）,claude-opus-5,1599,110,1041,0.011265,fc08271d733f
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1329,116,1041,0.010065,17be18d775e6
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1465,85,1041,0.009971,54cb83314740
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1090,115,1041,0.008845,63aa7257bfcd
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1585,100,1041,0.010946,9f7c0bbb776e
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1610,116,1041,0.01147,a8f598466b4d
2026-09-01 10:44:01,機能B（価格予測）,claude-opus-5,1152,120,1041,0.009281,feb3093d2a28
2026-09-01 10:44:02,機能B（価格予測）,claude-opus-5,1194,111,1041,0.009265,4b59987b01ba
2026-09-01 10:44:04,機能B（価格予測）,claude-opus-5,1136,108,1041,0.008901,aaeac3277948
2026-09-01 10:44:05,機能B（価格予測）,claude-opus-5,1205,104,1041,0.009146,1919842db946
2026-09-01 10:44:05,機能B（価格予測）,claude-opus-5,1183,107,1041,0.009111,67b7c2542927
2026-09-01 10:44:17,機能B（価格予測）,claude-opus-5,1644,103,1041,0.011315,ec03b0e32f57
2026-09-01 10:44:21,機能B（価格予測）,claude-opus-5,1402,101,1041,0.010056,704209ad9d54
2026-09-01 10:44:21,機能B（価格予測）,claude-opus-5,1638,97,1041,0.011135,9ea08a8dc271
2026-09-01 10:44:21,機能B（価格予測）,claude-opus-5,1639,84,1041,0.010816,c09b078deb0d
2026-09-01 10:44:21,機能B（価格予測）,claude-opus-5,1570,104,1041,0.01097,e8ff33ed8835
2026-09-01 10:44:22,機能B（価格予測）,claude-opus-5,1557,109,1041,0.011031,2314b1a540fb
2026-09-01 10:44:22,機能B（価格予測）,claude-opus-5,1597,85,1041,0.01063,822e0544f2f1
2026-09-01 10:44:22,機能B（価格予測）,claude-opus-5,1640,95,1041,0.011095,bdbee71cd60f
2026-09-01 10:44:23,機能B（価格予測）,claude-opus-5,1188,109,1041,0.009185,0ba6041c722a
2026-09-01 10:44:25,機能B（価格予測）,claude-opus-5,1169,118,1041,0.009316,3df9acfa43cc
2026-09-01 10:44:25,機能B（価格予測）,claude-opus-5,1688,94,1041,0.01131,a01b10b65bd0
2026-09-01 10:44:26,機能B（価格予測）,claude-opus-5,1637,88,1041,0.010906,00c14f60bd1a
2026-09-01 10:44:26,機能B（価格予測）,claude-opus-5,1182,115,1041,0.009305,7fc7e859db6c
2026-09-01 10:44:26,機能B（価格予測）,claude-opus-5,1632,132,1041,0.01198,b100b3fd2428
2026-09-01 10:44:26,機能B（価格予測）,claude-opus-5,1577,104,1041,0.011005,e5d9059f4098
2026-09-01 10:44:27,機能B（価格予測）,claude-opus-5,1563,92,1041,0.010636,ca487fd702ca
2026-09-01 10:44:28,機能B（価格予測）,claude-opus-5,1592,150,1041,0.012231,2f7cb9fc18ba
2026-09-01 10:44:29,機能B（価格予測）,claude-opus-5,1140,92,1041,0.008521,201620cf74ba
2026-09-01 10:44:29,機能B（価格予測）,claude-opus-5,1590,94,1041,0.010821,c262a0f32f03
2026-09-01 10:44:30,機能B（価格予測）,claude-opus-5,1194,93,1041,0.008816,23057f913466
2026-09-01 10:44:30,機能B（価格予測）,claude-opus-5,1608,136,1041,0.011961,c8d69d671f4d
2026-09-01 10:44:31,機能B（価格予測）,claude-opus-5,1259,87,1041,0.008991,e737762184b5
2026-09-01 10:44:32,機能B（価格予測）,claude-opus-5,1546,103,1041,0.010826,ded6351adc8b
2026-09-01 10:44:32,機能B（価格予測）,claude-opus-5,1593,126,1041,0.011636,ebc7bcdc14a6
2026-09-01 10:44:33,機能B（価格予測）,claude-opus-5,1427,102,1041,0.010205,1270ae74b7ab
2026-09-01 10:44:34,機能B（価格予測）,claude-opus-5,1206,94,1041,0.008901,951f7c293c8d
2026-09-01 10:44:34,機能B（価格予測）,claude-opus-5,1572,108,1041,0.011081,dfd3db5e1588
2026-09-01 10:44:35,機能B（価格予測）,claude-opus-5,1656,116,1041,0.011701,47984ae9c18c
2026-09-01 10:44:35,機能B（価格予測）,claude-opus-5,1610,119,1041,0.011546,a0a9a6208d88
2026-09-01 10:44:36,機能B（価格予測）,claude-opus-5,1434,105,1041,0.010316,00f9a04fdfeb
2026-09-01 10:44:36,機能B（価格予測）,claude-opus-5,1456,95,1041,0.010176,842a401c1288
2026-09-01 10:44:36,機能B（価格予測）,claude-opus-5,1622,111,1041,0.011406,f1c377878791
2026-09-01 10:44:38,機能B（価格予測）,claude-opus-5,1459,92,1041,0.010115,c3ad8f21b930
2026-09-01 10:44:38,機能B（価格予測）,claude-opus-5,1529,87,1041,0.010341,e7bd4ea82622
2026-09-01 10:44:39,機能B（価格予測）,claude-opus-5,1613,97,1041,0.01101,5c393a29cb0f
2026-09-01 10:44:39,機能B（価格予測）,claude-opus-5,1561,82,1041,0.010375,84fcc6551ba6
2026-09-01 10:44:40,機能B（価格予測）,claude-opus-5,1705,96,1041,0.011446,c0de9fff7dfd
2026-09-01 10:44:40,機能B（価格予測）,claude-opus-5,1578,100,1041,0.010911,cf13ef07bdf7
2026-09-01 10:44:41,機能B（価格予測）,claude-opus-5,1686,106,1041,0.0116,3413db21093d
2026-09-01 10:44:41,機能B（価格予測）,claude-opus-5,1187,112,1041,0.009255,53fbcd3892f2
2026-09-01 10:44:42,機能B（価格予測）,claude-opus-5,1072,74,1041,0.007731,80d144f45db0
2026-09-01 10:44:43,機能B（価格予測）,claude-opus-5,1351,103,1041,0.00985,0d86def65c59
2026-09-01 10:44:43,機能B（価格予測）,claude-opus-5,1602,94,1041,0.01088,36f8d06ae677
2026-09-01 10:44:43,機能B（価格予測）,claude-opus-5,1562,118,1041,0.011281,c2262095eb7c
2026-09-01 10:44:44,機能B（価格予測）,claude-opus-5,1630,127,1041,0.011846,77f55cd77858
2026-09-01 10:44:45,機能B（価格予測）,claude-opus-5,1389,82,1041,0.009515,5c0ca8ba3ca9
2026-09-01 10:44:45,機能B（価格予測）,claude-opus-5,1584,115,1041,0.011315,ab0ec481eae4
2026-09-01 10:44:46,機能B（価格予測）,claude-opus-5,1084,81,1041,0.007966,21bfd5fe4ec1
2026-09-01 10:44:46,機能B（価格予測）,claude-opus-5,1194,121,1041,0.009515,7b4efef2402c
2026-09-01 10:44:47,機能B（価格予測）,claude-opus-5,1164,94,1041,0.008691,151332aa3b7f
2026-09-01 10:44:47,機能B（価格予測）,claude-opus-5,1646,109,1041,0.011475,b1306dd1bfcb
2026-09-01 10:44:49,機能B（価格予測）,claude-opus-5,1240,115,1041,0.009595,2f55dc7d9b9a
2026-09-01 10:44:49,機能B（価格予測）,claude-opus-5,1128,89,1041,0.008386,57af3d8fc38c
2026-09-01 10:44:49,機能B（価格予測）,claude-opus-5,1129,85,1041,0.00829,e136fa3796d3
2026-09-01 10:44:50,機能B（価格予測）,claude-opus-5,1435,111,1041,0.010471,52f317752b87
2026-09-01 10:44:50,機能B（価格予測）,claude-opus-5,1399,112,1041,0.010316,f6dba173b8b4
2026-09-01 10:44:51,機能B（価格予測）,claude-opus-5,1205,100,1041,0.009045,e6a6184dcff5
2026-09-01 10:44:52,機能B（価格予測）,claude-opus-5,1413,133,1041,0.010911,210cfc3b5d50
2026-09-01 10:44:52,機能B（価格予測）,claude-opus-5,1351,110,1041,0.010025,92ad271c388a
2026-09-01 10:44:53,機能B（価格予測）,claude-opus-5,1532,97,1041,0.010606,4a2ab8e02c75
2026-09-01 10:45:06,機能B（価格予測）,claude-opus-5,1569,80,1041,0.010365,4a0cdc56146b
2026-09-01 10:45:10,機能B（価格予測）,claude-opus-5,1594,102,1041,0.01104,22ee71c951c4
2026-09-01 10:45:10,機能B（価格予測）,claude-opus-5,1581,110,1041,0.011175,4e995da11aa8
2026-09-01 10:45:10,機能B（価格予測）,claude-opus-5,1626,113,1041,0.011475,8cd1bf1c00b9
2026-09-01 10:45:10,機能B（価格予測）,claude-opus-5,1581,108,1041,0.011125,8f8aee989160
2026-09-01 10:45:11,機能B（価格予測）,claude-opus-5,1617,131,1041,0.011881,2c9b02f40bc7
2026-09-01 10:45:11,機能B（価格予測）,claude-opus-5,1584,102,1041,0.010991,4ef681f83d43
2026-09-01 10:45:11,機能B（価格予測）,claude-opus-5,1598,122,1041,0.01156,68d155a94cd0
2026-09-01 10:45:11,機能B（価格予測）,claude-opus-5,1608,113,1041,0.011385,78ea1c9765d1
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1629,101,1041,0.011191,0ccfdb68e8f4
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1640,124,1041,0.01182,0f1465a4fdba
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1563,101,1041,0.010861,25545cb5fec1
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1592,87,1041,0.010656,34f2080ea244
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1604,98,1041,0.010991,95fea5470ccb
2026-09-01 10:45:15,機能B（価格予測）,claude-opus-5,1255,138,1041,0.010245,f77e09b573b8
2026-09-01 10:45:16,機能B（価格予測）,claude-opus-5,1406,114,1041,0.010401,285470efe02d
2026-09-01 10:45:16,機能B（価格予測）,claude-opus-5,1600,100,1041,0.011021,ae736cede30a
2026-09-01 10:45:19,機能B（価格予測）,claude-opus-5,1609,115,1041,0.01144,1d01b72f90c2
2026-09-01 10:45:19,機能B（価格予測）,claude-opus-5,1534,114,1041,0.01104,1fdadc53bf4f
2026-09-01 10:45:19,機能B（価格予測）,claude-opus-5,1585,99,1041,0.01092,96b9042a0f36
2026-09-01 10:45:19,機能B（価格予測）,claude-opus-5,1569,81,1041,0.010391,bb4082238dba
2026-09-01 10:45:20,機能B（価格予測）,claude-opus-5,1618,88,1041,0.010811,73b972554da9
2026-09-01 10:45:20,機能B（価格予測）,claude-opus-5,1222,115,1041,0.009506,a51f871b0908
2026-09-01 10:45:21,機能B（価格予測）,claude-opus-5,1615,113,1041,0.011421,299b1e4e69fc
2026-09-01 10:45:21,機能B（価格予測）,claude-opus-5,1663,114,1041,0.011685,d95a5d7b02d9
2026-09-01 10:45:23,機能B（価格予測）,claude-opus-5,1581,94,1041,0.010776,7e88b3993620
2026-09-01 10:45:24,機能B（価格予測）,claude-opus-5,1536,91,1041,0.010476,456cffc7ac4e
2026-09-01 10:45:24,機能B（価格予測）,claude-opus-5,1620,99,1041,0.011095,51bdd8053df2
2026-09-01 10:45:24,機能B（価格予測）,claude-opus-5,1152,118,1041,0.009231,cd4f4d938a3d
2026-09-01 10:45:25,機能B（価格予測）,claude-opus-5,1581,128,1041,0.011626,9e8674585528
2026-09-01 10:45:25,機能B（価格予測）,claude-opus-5,1487,106,1041,0.010606,cbc7fb0c6ba5
2026-09-01 10:45:26,機能B（価格予測）,claude-opus-5,1171,82,1041,0.008426,359c742583d5
2026-09-01 10:45:27,機能B（価格予測）,claude-opus-5,1731,113,1041,0.012001,3b921c3622c5
2026-09-01 10:45:28,機能B（価格予測）,claude-opus-5,1535,92,1041,0.010495,45b5ece5213f
2026-09-01 10:45:28,機能B（価格予測）,claude-opus-5,1062,102,1041,0.008381,8b3f7f98519f
2026-09-01 10:45:28,機能B（価格予測）,claude-opus-5,1619,105,1041,0.011241,c6b40bb07d4a
2026-09-01 10:45:29,機能B（価格予測）,claude-opus-5,1105,88,1041,0.008245,83e977f72f83
2026-09-01 10:45:30,機能B（価格予測）,claude-opus-5,1574,122,1041,0.01144,11720f286487
2026-09-01 10:45:30,機能B（価格予測）,claude-opus-5,1527,109,1041,0.01088,ec16ff652c30
2026-09-01 10:45:31,機能B（価格予測）,claude-opus-5,1100,86,1041,0.008171,b95867e42db6
2026-09-01 10:45:31,機能B（価格予測）,claude-opus-5,1464,201,1041,0.012866,d9c71e15b271
2026-09-01 10:45:33,機能B（価格予測）,claude-opus-5,1194,122,1041,0.009541,288a317a779d
2026-09-01 10:45:33,機能B（価格予測）,claude-opus-5,1384,104,1041,0.010041,51bae7b292a0
2026-09-01 10:45:33,機能B（価格予測）,claude-opus-5,1369,118,1041,0.010316,9c84aa1c99e5
2026-09-01 10:45:33,機能B（価格予測）,claude-opus-5,1520,115,1041,0.010996,dcfa9451b7ae
2026-09-01 10:45:34,機能B（価格予測）,claude-opus-5,1485,117,1041,0.01087,068df94889e3
2026-09-01 10:45:35,機能B（価格予測）,claude-opus-5,1290,115,1041,0.009846,1257b0c29283
2026-09-01 10:45:36,機能B（価格予測）,claude-opus-5,1352,103,1041,0.009855,befbb4413fac
2026-09-01 10:45:36,機能B（価格予測）,claude-opus-5,1175,97,1041,0.008821,f0413fc923a5
2026-09-01 10:45:37,機能B（価格予測）,claude-opus-5,1530,89,1041,0.010396,03f0599dfa03
2026-09-01 10:45:37,機能B（価格予測）,claude-opus-5,1147,95,1041,0.00863,2e7aa8042a7e
2026-09-01 10:45:38,機能B（価格予測）,claude-opus-5,1625,111,1041,0.011421,3b7fe86a774b
2026-09-01 10:45:38,機能B（価格予測）,claude-opus-5,1631,108,1041,0.011376,ac088f8ea52c
2026-09-01 10:45:39,機能B（価格予測）,claude-opus-5,1585,110,1041,0.011196,1319dfb86554
2026-09-01 10:45:39,機能B（価格予測）,claude-opus-5,1562,95,1041,0.010705,845ef3a10cc8
2026-09-01 10:45:40,機能B（価格予測）,claude-opus-5,1488,93,1041,0.010285,a3d122525cd8
2026-09-01 10:45:41,機能B（価格予測）,claude-opus-5,1178,134,1041,0.009761,8eb1421a0596
2026-09-01 10:45:42,機能B（価格予測）,claude-opus-5,1419,123,1041,0.010691,5cc8787844e0
2026-09-01 10:45:42,機能B（価格予測）,claude-opus-5,1411,100,1041,0.010075,c61f7fd89731
2026-09-01 10:45:43,機能B（価格予測）,claude-opus-5,1247,119,1041,0.00973,04ab8bcf625f
2026-09-01 10:45:56,機能B（価格予測）,claude-opus-5,1578,107,1041,0.011085,9c22240df3de
2026-09-01 10:46:00,機能B（価格予測）,claude-opus-5,1325,87,1041,0.009321,91aa2efad2a4
2026-09-01 10:46:00,機能B（価格予測）,claude-opus-5,1609,110,1041,0.011315,946b9631a80c
2026-09-01 10:46:00,機能B（価格予測）,claude-opus-5,1584,97,1041,0.010866,aa758301e55f
2026-09-01 10:46:00,機能B（価格予測）,claude-opus-5,1209,86,1041,0.008715,ab09aa1b4bfd
2026-09-01 10:46:01,機能B（価格予測）,claude-opus-5,1605,119,1041,0.01152,0559e8558637
2026-09-01 10:46:01,機能B（価格予測）,claude-opus-5,1603,97,1041,0.01096,6ea16da6af23
2026-09-01 10:46:01,機能B（価格予測）,claude-opus-5,1573,125,1041,0.01151,a980afdc7c14
2026-09-01 10:46:01,機能B（価格予測）,claude-opus-5,1230,123,1041,0.009746,ddc07dddc64c
2026-09-01 10:46:04,機能B（価格予測）,claude-opus-5,1656,107,1041,0.011475,eb944a4f06cd
2026-09-01 10:46:05,機能B（価格予測）,claude-opus-5,1569,110,1041,0.011116,1387dc412e9d
2026-09-01 10:46:05,機能B（価格予測）,claude-opus-5,1464,129,1041,0.011066,216f9581a6f9
2026-09-01 10:46:05,機能B（価格予測）,claude-opus-5,1548,104,1041,0.010861,3fe9c1856b6c
2026-09-01 10:46:05,機能B（価格予測）,claude-opus-5,1615,105,1041,0.01122,867d38cd9206
2026-09-01 10:46:05,機能B（価格予測）,claude-opus-5,1541,99,1041,0.0107,e54b0e19d6d5
2026-09-01 10:46:06,機能B（価格予測）,claude-opus-5,1576,104,1041,0.011,3d8476c917e8
2026-09-01 10:46:06,機能B（価格予測）,claude-opus-5,1596,117,1041,0.011425,7d1a9341133c
2026-09-01 10:46:09,機能B（価格予測）,claude-opus-5,1571,97,1041,0.0108,4cd0de593583
2026-09-01 10:46:09,機能B（価格予測）,claude-opus-5,1527,92,1041,0.010455,986c1fb0c5ea
2026-09-01 10:46:10,機能B（価格予測）,claude-opus-5,1549,107,1041,0.010941,59b61f180fae
2026-09-01 10:46:10,機能B（価格予測）,claude-opus-5,1605,117,1041,0.01147,5db1d347b085
2026-09-01 10:46:10,機能B（価格予測）,claude-opus-5,1619,120,1041,0.011616,8328bb23b2a5
2026-09-01 10:46:11,機能B（価格予測）,claude-opus-5,1365,92,1041,0.009645,23a614427c95
2026-09-01 10:46:11,機能B（価格予測）,claude-opus-5,1477,100,1041,0.010405,df650e8dc793
2026-09-01 10:46:12,機能B（価格予測）,claude-opus-5,1577,97,1041,0.01083,abec9ed13e0b
2026-09-01 10:46:13,機能B（価格予測）,claude-opus-5,1600,108,1041,0.01122,5d05eb7ae2ac
2026-09-01 10:46:14,機能B（価格予測）,claude-opus-5,1446,117,1041,0.010675,ca807f154e67
2026-09-01 10:46:15,機能B（価格予測）,claude-opus-5,1245,109,1041,0.00947,5f85cfb9c8f6
2026-09-01 10:46:15,機能B（価格予測）,claude-opus-5,1600,105,1041,0.011145,92bcf38235c2
2026-09-01 10:46:15,機能B（価格予測）,claude-opus-5,1652,115,1041,0.011655,a97ce23fe432
2026-09-01 10:46:16,機能B（価格予測）,claude-opus-5,1191,132,1041,0.009775,74e9634524c5
2026-09-01 10:46:16,機能B（価格予測）,claude-opus-5,1681,82,1041,0.010975,93658c121573
2026-09-01 10:46:17,機能B（価格予測）,claude-opus-5,1270,87,1041,0.009045,fe0e27794454
2026-09-01 10:46:18,機能B（価格予測）,claude-opus-5,1526,108,1041,0.010851,8915395a35b9
2026-09-01 10:46:18,機能B（価格予測）,claude-opus-5,1317,114,1041,0.009956,cd13d20288be
2026-09-01 10:46:19,機能B（価格予測）,claude-opus-5,1192,97,1041,0.008906,7c8af6bbcfd7
2026-09-01 10:46:20,機能B（価格予測）,claude-opus-5,1399,113,1041,0.010341,17d04414082c
2026-09-01 10:46:20,機能B（価格予測）,claude-opus-5,1067,116,1041,0.008755,af54d9c3058d
2026-09-01 10:46:21,機能B（価格予測）,claude-opus-5,1578,114,1041,0.01126,0013893f08a9
2026-09-01 10:46:21,機能B（価格予測）,claude-opus-5,1357,87,1041,0.00948,9834281a5930
2026-09-01 10:46:22,機能B（価格予測）,claude-opus-5,1563,116,1041,0.011236,55c4574a8a58
2026-09-01 10:46:23,機能B（価格予測）,claude-opus-5,1165,97,1041,0.008771,36d4db4a70d0
2026-09-01 10:46:24,機能B（価格予測）,claude-opus-5,1240,133,1041,0.010046,5fe5a1462498
2026-09-01 10:46:25,機能B（価格予測）,claude-opus-5,1599,119,1041,0.011491,89b5efa31dd0
2026-09-01 10:46:25,機能B（価格予測）,claude-opus-5,1295,115,1041,0.009871,ce0ac8330581
2026-09-01 10:46:25,機能B（価格予測）,claude-opus-5,1624,138,1041,0.012091,ed7217da1e9f
2026-09-01 10:46:26,機能B（価格予測）,claude-opus-5,1585,128,1041,0.011645,18d6ac9a6f5c
2026-09-01 10:46:26,機能B（価格予測）,claude-opus-5,1293,133,1041,0.010311,988e3d7dba38
2026-09-01 10:46:27,機能B（価格予測）,claude-opus-5,1242,121,1041,0.009756,1971f9ab181d
2026-09-01 10:46:27,機能B（価格予測）,claude-opus-5,1272,129,1041,0.010105,9e3707d69917
2026-09-01 10:46:29,機能B（価格予測）,claude-opus-5,1101,102,1041,0.008575,19a702813091
2026-09-01 10:46:29,機能B（価格予測）,claude-opus-5,1543,90,1041,0.010486,40196c517714
2026-09-01 10:46:30,機能B（価格予測）,claude-opus-5,1195,104,1041,0.009095,1a70bbe7db8d
2026-09-01 10:46:30,機能B（価格予測）,claude-opus-5,1590,125,1041,0.011595,723be5405658
2026-09-01 10:46:30,機能B（価格予測）,claude-opus-5,1078,95,1041,0.008285,853872c64e96
2026-09-01 10:46:30,機能B（価格予測）,claude-opus-5,1411,89,1041,0.009801,cda6fea3b969
2026-09-01 10:46:31,機能B（価格予測）,claude-opus-5,1105,78,1041,0.007995,607076d3c5b3
2026-09-01 10:46:32,機能B（価格予測）,claude-opus-5,1193,117,1041,0.009411,fba37dc71053
2026-09-01 10:46:34,機能B（価格予測）,claude-opus-5,1213,117,1041,0.00951,037eda5b6274
2026-09-01 10:46:34,機能B（価格予測）,claude-opus-5,1214,104,1041,0.009191,599861d4e8ee
